Category,Search keyword,merged_text,cleaned_text,text_translated,topic_id,topic_label
社會領域,社會議題,"UK Anti-Migrant Protests Spark Global Outrage and Viral Debates! 
Shorts.",UK Anti Migrant Protests Spark Global Outrage and Viral Debates Shorts,英國反移民抗議激發全球憤怒和病毒辯論短褲,9,9_短褲_家庭暴力_病毒_醜聞
社會領域,社會議題,"Unlock the Real Meaning Behind &#39;Defund the Police&#39;! #Sydney #wnba #trump #DefundThePolice #Community 
Exploring the nuanced conversation around the controversial topic of defunding the police, insightful speakers like Mehdi Hasan ...",Unlock the Real Meaning Behind 39 Defund the Police 39 Sydney wnba trump DefundThePolice Community Exploring the nuanced conversation around the controversial topic of defunding the police insightful speakers like Mehdi Hasan,解鎖39退還警察的真正含義39悉尼WNBA特朗普 特朗普 Sydney WNBA Trump defundthepolice社區 探討了有關向警察洞察力的梅赫迪 哈桑 Mehdi Hasan 退還的有爭議的話題的細微對話,1,1_羅_頻道_外國人_俄羅斯
社會領域,社會議題,"核三重啟公投！賴清德：安全是科學問題「不能由公投決定」 #核三 #公投 #賴清德 
歡迎收看並訂閱TTVNews台視新聞YouTube頻道✨ ◎【台視新聞網】  https://news.ttv.com.tw/ ◎訂閱【台視 ...",核三重啟公投 賴清德 安全是科學問題 不能由公投決定 核三 公投 賴清德 歡迎收看並訂閱TTVNews台視新聞YouTube頻道 台視新聞網 訂閱 台視,核三重啟公投 賴清德 安全是科學問題 不能由公投決定 核三 公投 賴清德 歡迎收看並訂閱TTVNews臺視新聞YouTube頻道 臺視新聞網 訂閱 臺視,21,21_核能_陳_臺_國民黨
社會領域,社會議題,"Why doesn’t our society accept women’s success? | Samaa Punjabi 
aishwaryaraibachchan #aishwarya #kanwalcheema #itexpert #trading #money #doller #funnypodcast #ukasha #okashagulashraf ...",Why doesn t our society accept women s success Samaa Punjabi aishwaryaraibachchan aishwarya kanwalcheema itexpert trading money doller funnypodcast ukasha okashagulashraf,為什麼我們的社會不接受婦女的成功 samaa punjabi aishwaryaraibachchan aishwarya kanwalcheema itexpert trading money doller lunnypodcast ukashagulashrasraf,6,6_受害者_騷擾_虐待_學校
社會領域,社會議題,"If a mother is not breastfeeding her child, why is it considered a flaw in our society? 
Samaatv #SubhKaSamaa #MorningShow #CSection #NormalDelivery #Baby #MadeehaNaqvi #Pregnancy Follow Samaa TV's ...",If a mother is not breastfeeding her child why is it considered a flaw in our society Samaatv SubhKaSamaa MorningShow CSection NormalDelivery Baby MadeehaNaqvi Pregnancy Follow Samaa TV s,如果母親不母乳喂養她的孩子 為什麼在我們的社會中認為這是一個缺陷,8,8_下降_出生率_結婚_慢慢
社會領域,社會議題,#中国社会問題 #中国社会百态 #中国新闻时事  #大熱門 #銀小玲｜銀小玲阅闻,中国社会問題 中国社会百态 中国新闻时事 大熱門 銀小玲 銀小玲阅闻,中國社會問題 中國社會百態 中國新聞時事 大熱門 銀小玲 銀小玲閱聞,19,19_中國_百態_奇聞_社會
社會領域,社會議題,"Mera Jisam Meri Marzi!🤨🤨#crimepatrol #shorts #lahorerang #lahorepuchtahai | J23U 
Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership. From theft ...",Mera Jisam Meri Marzi crimepatrol shorts lahorerang lahorepuchtahai J23U Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership From theft,MERA JISAM MERI MERI MARZI犯罪帕特羅爾短褲Lahorerang lahorepuchtahai J23U犯罪巡邏巡邏功能的特徵是從盜竊案中重新制定並製作成紀錄片風格的社會問題,0,0_犯罪_製_爾_重新
社會領域,社會議題,"1,000 Screenings and Counting • BRAVE NEW FILMS (BNF) 
From living rooms to theaters, Gaza: Journalists Under Fire has now been screened 1000+ times. A thousand acts of solidarity.",1 000 Screenings and Counting BRAVE NEW FILMS BNF From living rooms to theaters Gaza Journalists Under Fire has now been screened 1000 times A thousand acts of solidarity,從客廳到劇院的1 000次放映和勇敢的新電影BNF現在被放映了1000次 1000次團結一致,5,5_社交_13_有限_表情
社會領域,社會議題,"&quot;When the Mask Falls,&quot; Everything Is Lost   #Social Story # Short Film #Blind Love 
""When the Mask Falls,"" Everything Is Lost A touching social story about a beautiful, blue-eyed Egyptian girl who was deceived by ...",quot When the Mask Falls quot Everything Is Lost Social Story Short Film Blind Love When the Mask Falls Everything Is Lost A touching social story about a beautiful blue eyed Egyptian girl who was deceived by,當面具瀑布的話說 一切都失去了社交故事短片盲目的愛時 當面具跌倒時 一切都失去了一個動人,5,5_社交_13_有限_表情
社會領域,社會議題,"Real Talk: Standing Alone for Your People! 
In this thought-provoking segment, Lavell Crawford passionately addresses the complexities of standing up for social causes.",Real Talk Standing Alone for Your People In this thought provoking segment Lavell Crawford passionately addresses the complexities of standing up for social causes,真正的談話獨自為您的人民站在這個想法中 拉瓦爾 克勞福德 Lavell Crawford 熱情地解決了堅持社會事業的複雜性,7,7_爭議_博士_直播_應用
社會領域,社會議題,"Análise do Editorial O Globo: Questões Sociais Urgentes #shorts 
O Globo expõe a gravidade da situação! Dados alarmantes e a necessidade urgente de ação do MEC, estados e famílias.",Análise do Editorial O Globo Questões Sociais Urgentes shorts O Globo expõe a gravidade da situação Dados alarmantes e a necessidade urgente de ação do MEC estados e famílias,編輯分析o Globo緊急社會問題短褲o Globo暴露了這種情況的嚴重性 令人震驚的數據和MEC州和家人迫切需要採取行動,20,20_得到_這裡_活動_支持
社會領域,社會議題,"【鏡の中の他人】 #shorts #music #日本政治 #社会問題 #日本の課題 #批判ソング #溝口勇児 #日本政治 #音楽 #原眞佐紀 
このｼｮｰﾄ動画のﾌﾙﾊﾞｰｼﾞｮﾝ動画です↓ https://youtu.be/5lg8RWkDgT8.",鏡の中の他人 shorts music 日本政治 社会問題 日本の課題 批判ソング 溝口勇児 日本政治 音楽 原眞佐紀 このショート動画のフルバージョン動画です,鏡子中的其他短褲音樂日本政治社會問題日本問題祕密歌曲Mizoguchi Yuji日本政治音樂Hara Masaki這是此簡短視頻的完整版本,4,4_日本_音樂_政治_此
社會領域,社會議題,"manisha 😭😭💔💔  justiceformanisha #justiceformanisha #justiceformanishavalmiki #brother #love 
manisha justiceformanisha #justiceformanisha #justiceformanishavalmiki #brother #love The tragic case of Manisha ...",manisha justiceformanisha justiceformanisha justiceformanishavalmiki brother love manisha justiceformanisha justiceformanisha justiceformanishavalmiki brother love The tragic case of Manisha,Manisha JusticeFormanisha justiceFormanisha justiceFormanishavalmiki兄弟Love Manisha JusticeFormanisha justiceFormanisha justiceFormanishaishavalmiki兄弟愛Manisha的悲慘案子,6,6_受害者_騷擾_虐待_學校
社會領域,社會議題,Social Ills of Alcoholism | @MuftiShahidAli,Social Ills of Alcoholism MuftiShahidAli,酗酒的社會疾病穆夫蒂什希達利 Muftishahidali,36,36_民進_賴清德_學者_感動
社會領域,社會議題,"Maria B is campaigning against the transgender community 
Samaatv #Transgender #khawajaSira #AwamKiAwaz #Society Follow Samaa TV's WhatsApp Channel for breaking news from ...",Maria B is campaigning against the transgender community Samaatv Transgender khawajaSira AwamKiAwaz Society Follow Samaa TV s WhatsApp Channel for breaking news from,瑪麗亞 B Maria b,17,17_奧_News_裏_新聞
社會領域,社會議題,"今話題のアフリカで長財布を後ろポケットに入れてたら擦られるのか検証 #ナイジェリア #アフリカ #スリ　#長財布 
今移民問題があるけどアフリカの治安が 体験できるそんな動画です.",今話題のアフリカで長財布を後ろポケットに入れてたら擦られるのか検証 ナイジェリア アフリカ スリ 長財布 今移民問題があるけどアフリカの治安が 体験できるそんな動画です,在目前是一個熱門話題的非洲 如果您在後袋裡放了一個長的錢包 它將被擦掉 尼日利亞非洲扒手長錢包現在有一個移民問題 但是該視頻使您可以體驗非洲的安全,13,13_City_非洲_移民_Hiroyuki
社會領域,社會議題,"今話題のニュース・社会問題で増殖するハラスメントとは⁉ 
ハラスメント大国日本。今や数えればきりがないほど様々なハラスメントが生まれていますが、そこには大きな事件や裁判、制度 ...",今話題のニュース・社会問題で増殖するハラスメントとは ハラスメント大国日本 今や数えればきりがないほど様々なハラスメントが生まれていますが そこには大きな事件や裁判 制度,當前談論熱門話題的新聞和社會問題中 騷擾正在增加 日本 騷擾國家是一個巨大的國家 可以計算出許多騷擾 並且有許多主要案件和法院制度,6,6_受害者_騷擾_虐待_學校
社會領域,社會議題,"Против насилия значит в Тюрьму #новости #беларусь 
новости #беларусь #война Актуальные новости из Беларуси без цензуры. Говорим правду о жизни при режиме Лукашенко ...",Против насилия значит в Тюрьму новости беларусь новости беларусь война Актуальные новости из Беларуси без цензуры Говорим правду о жизни при режиме Лукашенко,反對暴力意味著向監獄新聞白俄羅斯戰爭 白俄羅斯從白俄羅斯而沒有審查制度的相關新聞 我們正在講述盧卡申科政權生活的真相,1,1_羅_頻道_外國人_俄羅斯
社會領域,社會議題,"Daughters Fight To Study Amid Hardship In Rajkanika | Kanak News Shorts 
Kanak News is Odisha's leading 24x7 news and current affairs TV channel from Eastern Media Limited. Odisha's largest media ...",Daughters Fight To Study Amid Hardship In Rajkanika Kanak News Shorts Kanak News is Odisha s leading 24x7 news and current affairs TV channel from Eastern Media Limited Odisha s largest media,女兒在拉賈卡尼卡 Rajkanika Kanak 新聞短褲卡納克 Kanak News Kanak News 的艱辛中奮鬥是奧裏薩邦 Odisha 領先的24x7新聞和時事電視頻道 來自東方媒體有限公司,17,17_奧_News_裏_新聞
社會領域,社會議題,"They will be against you not because you are different, but because you are better. 
Description: The BBC reported a unique story from Nigeria about a woman with striking blue eyes and dark skin, an uncommon ...",They will be against you not because you are different but because you are better Description The BBC reported a unique story from Nigeria about a woman with striking blue eyes and dark skin an uncommon,他們會反對您 不是因為您與眾不同 而是因為您更好地描述了BBC報導了尼日利亞一個獨特的故事 講述了一個藍眼睛和深色皮膚的女人,16,16_她_一次_您_拒絕
社會領域,社會議題,外務省が緊急声明‼︎アフリカのホームタウン問題の火消しに回る,外務省が緊急声明 アフリカのホームタウン問題の火消しに回る,外交部緊急說明在非洲的家鄉問題上爆發大火,32,32_非洲_家鄉_燃燒_陷入
社會領域,社會議題,"Проблемы с электричеством в Беларуси #новости #беларусь 
Актуальные новости из Беларуси без цензуры. Говорим правду о жизни при режиме Лукашенко, раскрываем социальные ...",Проблемы с электричеством в Беларуси новости беларусь Актуальные новости из Беларуси без цензуры Говорим правду о жизни при режиме Лукашенко раскрываем социальные,白俄羅斯新聞白俄羅斯與白俄羅斯的相關新聞沒有審查制度的相關新聞說明真相,1,1_羅_頻道_外國人_俄羅斯
社會領域,社會議題,"The Heartbreaking Reality of FamiliesLiving in B&amp;Bs Over Six Weeks 
The Heartbreaking Reality of Families Living in B&Bs Over Six Weeks Feel the emotional weight of homelessness through the ...",The Heartbreaking Reality of FamiliesLiving in B amp Bs Over Six Weeks The Heartbreaking Reality of Families Living in B Bs Over Six Weeks Feel the emotional weight of homelessness through the,在六個星期以來,30,30_50_X_彙_父親
社會領域,社會議題,"Nuevo León entre los estados con menos pobreza | Reporte Indigo 
Más de 13 millones de mexicanos salieron de la pobreza durante el sexenio de López Obrador, mientras que para Nuevo León ...",Nuevo León entre los estados con menos pobreza Reporte Indigo Más de 13 millones de mexicanos salieron de la pobreza durante el sexenio de López Obrador mientras que para Nuevo León,在貧困idigo報告中 NuevoLe n在洛佩茲 奧布拉多 L pezObrador 的六年任期內報告了1300萬墨西哥人左貧困 而NuevoLe n,20,20_得到_這裡_活動_支持
社會領域,社會議題,"【核能議題 安全第一】核電議題台灣社會最大的共識是「安全」｜總統0823投票結果談話 
加入LINE@：https://page.line.me/chingte 追蹤Facebook：https://www.facebook.com/chingte 追蹤Instagram： ...",核能議題 安全第一 核電議題台灣社會最大的共識是 安全 總統0823投票結果談話 加入LINE 追蹤Facebook 追蹤Instagram,核能議題 安全第一 核電議題臺灣社會最大的共識是 安全 總統0823投票結果談話 加入LINE 追蹤Facebook 追蹤Instagram,21,21_核能_陳_臺_國民黨
社會領域,社會議題,"Butuh Partisipasi Dari Masyarakat Untuk Keberlanjutan Jalannya Program The Next Poliran 
Selengkapnya simak informasi dalam video! Update informasi terkini melalui www.rri.co.id dan mobile App RRI Digital.",Butuh Partisipasi Dari Masyarakat Untuk Keberlanjutan Jalannya Program The Next Poliran Selengkapnya simak informasi dalam video Update informasi terkini melalui dan mobile App RRI Digital,需要公眾參與進一步計劃的可持續性 下一個波蘭人更多地參考了最新視頻更新信息中的信息和移動應用程序RRI Digital,7,7_爭議_博士_直播_應用
社會領域,社會議題,"Антропологическо Культурная ПРОБЛЕМА 
Социальная проблема настоящего - это шаблонное воспитание! Подробности о теории по ссылке в шапке профиля!",Антропологическо Культурная ПРОБЛЕМА Социальная проблема настоящего это шаблонное воспитание Подробности о теории по ссылке в шапке профиля,人類學文化問題當前的社會問題是模板教育詳細信息詳細信息 鏈接中的鏈接中的鏈接上限,3,3_考試_線_居民_準備
社會領域,社會議題,"Homelessness Solutions: Compassion vs. Jail? A Deep Dive #shorts 
Is jail the only solution for homelessness? Explore the complexities of outreach, compassion, and assertive intervention.",Homelessness Solutions Compassion vs Jail A Deep Dive shorts Is jail the only solution for homelessness Explore the complexities of outreach compassion and assertive intervention,無家可歸的解決方案同情與監獄的深度潛水短褲是無家可歸的唯一解決方案 探索了外展同情和自信幹預的複雜性,29,29_幫助_生命_您_the
社會領域,社會議題,"Stage Actress Samar Rana Arrested in Shocking Ab*se Case | Samaa TV 
samaatv #SamarRana #StageActorArrest #DomesticWorkerAbuse #JusticeForMaid #PakistanNews #BreakingNews #SamaaTV ...",Stage Actress Samar Rana Arrested in Shocking Ab se Case Samaa TV samaatv SamarRana StageActorArrest DomesticWorkerAbuse JusticeForMaid PakistanNews BreakingNews SamaaTV,舞臺女演員薩馬爾 拉娜 Samar Rana 在令人震驚的AB SE案中被捕Samaa Samarrana stageactorarrest forderworkerabuse justiceforms巴基斯坦news breakingnews samatv,0,0_犯罪_製_爾_重新
社會領域,社會議題,"50代のリアルと社会問題を5分で！青空と現実ブログ総集編 2025 08 21 
Xで放ったらかしでアダアフィするなら「ツイリア」がおすすめ❗️ 気まぐれ親父も愛用。 https://sns-tool.net/twilia/?ref=uqdp 50 ...",50代のリアルと社会問題を5分で 青空と現実ブログ総集編 2025 08 21 Xで放ったらかしでアダアフィするなら ツイリア がおすすめ 気まぐれ親父も愛用 50,5分鐘內您50多歲的真實和社會問題 藍天和現實博客的彙編2025 08 21如果您要在X上瀏覽 我們建議Twillia 最喜歡的是異想天開的父親50,30,30_50_X_彙_父親
社會領域,社會議題,"힘없는 노인들 &#39;분통&#39;! 😠 탑골공원 장기판 철거 논란의 이유 
황금빛터 특급 비법! 70대 노인 분통! 탑골공원 장기판 철거 논란의 이유! 60대 이상 시니어 필수 확인! 안녕하세요, 황금빛터 ...",힘없는 노인들 39 분통 39 탑골공원 장기판 철거 논란의 이유 황금빛터 특급 비법 70대 노인 분통 탑골공원 장기판 철거 논란의 이유 60대 이상 시니어 필수 확인 안녕하세요 황금빛터,無能為力的老年人39分鐘39分鐘三售公園爭議 金色光土地獨家祕密引起了老年寶塔公園公園爭議爭議 爭議60年代以上的民主公園爭議,7,7_爭議_博士_直播_應用
社會領域,社會議題,"Every drama script is revolving around a cruel and helpless girl – Fazila Qazi | Subh Ka Samaa 
SamaaDigital #SubhkaSamaa #subhkasamaamadehakaysath #fazilaqazi #tauseeqhaider #writer #sarahmajeed #sarahkhan ...",Every drama script is revolving around a cruel and helpless girl Fazila Qazi Subh Ka Samaa SamaaDigital SubhkaSamaa subhkasamaamadehakaysath fazilaqazi tauseeqhaider writer sarahmajeed sarahkhan,每個戲劇劇本都圍繞一個殘酷而無助的女孩Fazila Qazi kaa kaa samaa samaa samaaa samaaaa samaadigital subhkasaaaaaaaaaaaaaaaaaaaakakiakiakiakiakiykysath fazilaqazi tauseeeqaider sarahmajed sarahmajed sarahkhan sarahkhan,6,6_受害者_騷擾_虐待_學校
社會領域,社會議題,"&quot;Cada família que cuide de seus problemas?!&quot; Não pode ser assim 🏠 
A vida familiar, embora privada, tem impactos públicos que podem ser positivos no cuidado e desenvolvimento das crianças ou, ...",quot Cada família que cuide de seus problemas quot Não pode ser assim A vida familiar embora privada tem impactos públicos que podem ser positivos no cuidado e desenvolvimento das crianças ou,儘管私人對兒童的護理和成長有積極影響 但哪些家庭負責不可能是家庭生活的家庭,3,3_考試_線_居民_準備
社會領域,社會議題,"They will be against you not because you are different, but because you are better. 
Description: The BBC reported a unique story from Nigeria about a woman with striking blue eyes and dark skin, an uncommon ...",They will be against you not because you are different but because you are better Description The BBC reported a unique story from Nigeria about a woman with striking blue eyes and dark skin an uncommon,他們會反對您 不是因為您與眾不同 而是因為您更好地描述了BBC報導了尼日利亞一個獨特的故事 講述了一個藍眼睛和深色皮膚的女人,16,16_她_一次_您_拒絕
社會領域,社會議題,Problema social,Problema social,社會問題,10,10_增加_案件_急速_數量
社會領域,社會議題,"बहन से युवक ने की छेड़छाड़ तो भाई ने किया मर्डर #shorts #trendingnews #viralvideo #viralnews 
Anchor/Reporter - Ankita Soni Editor - Abhishek Mudgal Cameraman - Mohd. Faisal Shocking Crime News from India! A tragic ...",बहन स य वक न क छ ड छ ड त भ ई न क य मर डर shorts trendingnews viralvideo viralnews Anchor Reporter Ankita Soni Editor Abhishek Mudgal Cameraman Mohd Faisal Shocking Crime News from India A tragic,Center和Hamtove Head Valve Valon在詩歌Soanni編輯Abhishek Medd Mudd Muddgal震驚犯罪新聞新聞新聞Forz Fiss,0,0_犯罪_製_爾_重新
社會領域,社會議題,"Social media influencer’s second marriage faces severe criticism 
SamaaTV #SamaaStories #TrueStories #MysteryUnveiled #FaithAndFacts #IslamicStories #StoriesThatMatter #samaatv ...",Social media influencer s second marriage faces severe criticism SamaaTV SamaaStories TrueStories MysteryUnveiled FaithAndFacts IslamicStories StoriesThatMatter samaatv,社交媒體影響者的第二次婚姻面臨嚴厲批評Samaatv Samaastories Truestories Mysteryunveed Faithandfacts Islamicstories StoriestHatMatter Samaatv,0,0_犯罪_製_爾_重新
社會領域,社會議題,"Wealth, Whiteness, and Whose Voices Count: Will Chester’s Leaders Finally Listen? 
Do you think Chester's city council will pay more attention to citizen's demands when more of their constituents are wealthier…",Wealth Whiteness and Whose Voices Count Will Chester s Leaders Finally Listen Do you think Chester s city council will pay more attention to citizen s demands when more of their constituents are wealthier,財富白度和其聲音的數量將終於聽到Chester的領導人 您認為切斯特市議會會更加關注公民的要求 而他們的選民有更多的選民更富有,7,7_爭議_博士_直播_應用
社會領域,社會議題,"विवादित बिल पर खुलासा: क्या यह सिर्फ विपक्ष को ही निशाना बनाता है? 
In an exclusive interview with Molitics, Arfa Khanum, Senior Editor at The Wire, shares her insights on some of the most pressing ...",व व द त ब ल पर ख ल स क य यह स र फ व पक ष क ह न श न बन त ह In an exclusive interview with Molitics Arfa Khanum Senior Editor at The Wire shares her insights on some of the most pressing,另一方面 這是世界的力量 在與Moliterics Arfa Khanum高級編輯中的獨家採訪中 她對最緊迫的見解分享了她的見解,1,1_羅_頻道_外國人_俄羅斯
社會領域,社會議題,"Lahore Obscene Party | Society Is Turning Towards the Path of Destruction | Maria B Big Statement 
Lahore Obscene Party | Society Is Turning Towards the Path of Destruction | Maria B Big Statement #LahoreParty #MariaB ...",Lahore Obscene Party Society Is Turning Towards the Path of Destruction Maria B Big Statement Lahore Obscene Party Society Is Turning Towards the Path of Destruction Maria B Big Statement LahoreParty MariaB,拉合爾淫穢黨社會正在轉向毀滅之路瑪麗亞B大言論拉合爾淫穢黨社會正在轉向破壞道路瑪麗亞B大言論Lahoreparty Mariab,9,9_短褲_家庭暴力_病毒_醜聞
社會領域,社會議題,"¿Machismo vs Feminismo? Un Debate Esencial y Completo #shorts 
El debate estalla: ¿se está exagerando la violencia de género en Europa? ¿Oculta el feminismo otras problemáticas sociales?",Machismo vs Feminismo Un Debate Esencial y Completo shorts El debate estalla se está exagerando la violencia de género en Europa Oculta el feminismo otras problemáticas sociales,大男子主義與女權主義的必要和完整的辯論短褲 辯論爆發是誇大了歐洲的性別暴力 使女權主義掩蓋了其他社會問題,9,9_短褲_家庭暴力_病毒_醜聞
社會領域,社會議題,"Social 9 | Comprehensive breakdown 
01:23 PASSION 04:06 NEUROTIC NEED 07:12 INTERPERSONAL STRATEGY 10:36 TRAIT STRUCTURE 13:59 ...",Social 9 Comprehensive breakdown 01 23 PASSION 04 06 NEUROTIC NEED 07 12 INTERPERSONAL STRATEGY 10 36 TRAIT STRUCTURE 13 59,社交9綜合崩潰01 23激情04 06神經質需求07 12人際策略10 36特徵結構13 59,5,5_社交_13_有限_表情
社會領域,社會議題,"అమెరికాలో భారతీయులకు ఎదురవుతున్న సమస్యలు | Problems faced by Indians in America 
అమెరికాలో భారతీయులకు ఎదురవుతున్న సమస్యలు | Problems faced by Indians in America This ...",అమ ర క ల భ రత య లక ఎద రవ త న న సమస యల Problems faced by Indians in America అమ ర క ల భ రత య లక ఎద రవ త న న సమస యల Problems faced by Indians in America This,印第安人面臨的驚人問題,10,10_增加_案件_急速_數量
社會領域,社會議題,"Red Truths Ep.3 | Brutal Truths of Society They Hide From You 🔥#RedTruths #SocietyLies #redtriangle 
Red Truths Ep.3 | The Brutal Truths of Society They Hide From You Our society looks clean, polite, and moral on the outside…",Red Truths Ep 3 Brutal Truths of Society They Hide From You RedTruths SocietyLies redtriangle Red Truths Ep 3 The Brutal Truths of Society They Hide From You Our society looks clean polite and moral on the outside,紅色真相ep 3社會的殘酷真理 他們隱藏在你身上 紅色社會紅色真相3 ep 3 ep 3社會的殘酷真理 他們從你身上躲藏在你的社會上 我們的社會在外面看起來很乾淨 道德,21,21_核能_陳_臺_國民黨
社會領域,社會議題,"क्या यह मांग जायज है 👇🏻 बृजलाल मेट को लेकर 
Disclaimer हमारा उद्देश्य समाज में जागरूकता फैलाना, सच्ची और निष्पक्ष ...",क य यह म ग ज यज ह ब जल ल म ट क ल कर Disclaimer हम र उद द श य सम ज म ज गर कत फ ल न सच च और न ष पक ष,,10,10_增加_案件_急速_數量
社會領域,社會議題,"बागपत में ठाकुरों की पंचायत का अनोखा फरमान #shortsfeed #baghpat #ThakurPanchayat #violence 
ThakurPanchayat #domesticviolence #viralvideo #shorts #upnews #updateindiatv #trendingshorts बागपत में ...",ब गपत म ठ क र क प च यत क अन ख फरम न shortsfeed baghpat ThakurPanchayat violence ThakurPanchayat domesticviolence viralvideo shorts upnews updateindiatv trendingshorts ब गपत म,shortsfeed thakurpanchayat暴力thakurpanchayat forderviolence viralvideo viralvideo shortnews upnews upnews upnestiatiatiatiatiatiatiatv triptingshortsv trendIndiatv trentIndIntv trendIndiatv trendIndiaTV trenkingShorts,0,0_犯罪_製_爾_重新
社會領域,社會議題,"हॉस्टल ऐसा जहां पर लड़कियां करती हैं खुद के सपने बड़े 
Disclaimer हमारा उद्देश्य समाज में जागरूकता फैलाना, सच्ची और निष्पक्ष ...",ह स टल ऐस जह पर लड क य करत ह ख द क सपन बड Disclaimer हम र उद द श य सम ज म ज गर कत फ ल न सच च और न ष पक ष,你為什麼要對同一個人 是世界的力量 我們在世界上 而不是城市的世界 而不是城市,18,18_對_幫_毫無疑問_自己
社會領域,社會議題,"Would you sacrifice your peace for a career? | Dose of Society 
advice you would give to your younger self... This is about being young, older women's advice, rushing your career and sacrificing ...",Would you sacrifice your peace for a career Dose of Society advice you would give to your younger self This is about being young older women s advice rushing your career and sacrificing,您是否會為您向年輕的自我提供的社會建議犧牲和平 這是關於年輕的婦女的建議 急於您的職業和犧牲,16,16_她_一次_您_拒絕
社會領域,社會議題,"50代のリアルと社会問題を5分で！青空と現実ブログ総集編 2025 08 21 
Xで放ったらかしでアダアフィするなら「ツイリア」がおすすめ❗️ 気まぐれ親父も愛用。 https://sns-tool.net/twilia/?ref=uqdp 50 ...",50代のリアルと社会問題を5分で 青空と現実ブログ総集編 2025 08 21 Xで放ったらかしでアダアフィするなら ツイリア がおすすめ 気まぐれ親父も愛用 50,5分鐘內您50多歲的真實和社會問題 藍天和現實博客的彙編2025 08 21如果您要在X上瀏覽 我們建議Twillia 最喜歡的是異想天開的父親50,30,30_50_X_彙_父親
社會領域,社會議題,"Social Media Models Ki Zarorat Ban Gai Hai 
Samaatv #GupShab #iftikharthakur #qaiserpiya #vasaychaudhry #comedyshow #Entertainment #whotofollow #WhatToWatch ...",Social Media Models Ki Zarorat Ban Gai Hai Samaatv GupShab iftikharthakur qaiserpiya vasaychaudhry comedyshow Entertainment whotofollow WhatToWatch,社交媒體模型ki zarorat ban gai hai samaatv gupshab iftikharthakur qaiserpiya vasaychudhry comedhry comedhry comedhow娛樂,0,0_犯罪_製_爾_重新
社會領域,社會議題,"五金店倒挂国旗｜阿克马只能炒作琐碎议题 国旗风波凸显巫统的衰落?! 
热点X 八点最热报·“阿克马只是州议员，连中央舞台都没踏上去，巫青团早已不再锋利，只剩下政治操作和煽动。” 政治学者潘永 ...",五金店倒挂国旗 阿克马只能炒作琐碎议题 国旗风波凸显巫统的衰落 热点X 八点最热报 阿克马只是州议员 连中央舞台都没踏上去 巫青团早已不再锋利 只剩下政治操作和煽动 政治学者潘永,五金店倒掛國旗 阿克馬只能炒作瑣碎議題 國旗風波凸顯巫統的衰落 熱點X 八點最熱報 阿克馬只是州議員 連中央舞臺都沒踏上去 巫青團早已不再鋒利 只剩下政治操作和煽動 政治學者潘永,25,25_投訴_組織_旨在_壓力
社會領域,社會議題,温馨提示！#中国社会百态 #中国社会問題 #中国奇闻异事 #銀小玲｜銀小玲,温馨提示 中国社会百态 中国社会問題 中国奇闻异事 銀小玲 銀小玲,溫馨提示 中國社會百態 中國社會問題 中國奇聞異事 銀小玲 銀小玲,19,19_中國_百態_奇聞_社會
社會領域,社會議題,"침묵속의 비명 유명인이 겪는 가정폭력의 진실#경희쌤심리학 #가정폭력#유명인가족#실화#사회문제#피해자보호 
안녕하세요 심리상담사 경희쌤입니다 이 채널은 청소년심리, 가족갈등문제, 부부간의 갈등, 노년의 마음까지 우리 삶 속의 다양한 심리 ...",침묵속의 비명 유명인이 겪는 가정폭력의 진실 경희쌤심리학 가정폭력 유명인가족 실화 사회문제 피해자보호 안녕하세요 심리상담사 경희쌤입니다 이 채널은 청소년심리 가족갈등문제 부부간의 갈등 노년의 마음까지 우리 삶 속의 다양한 심리,家庭暴力的真理 沉默的沉默的真理 心理家庭暴力的真理 著名的家庭家庭 受害者受害者受害者受害者的受害者的受害者Kyung Hee 的受害者的受害者的受害者,6,6_受害者_騷擾_虐待_學校
社會領域,社會議題,"استاد ربانی: خدمات اجتماعی در اسلام بخشی از مسایل اعتقادی و ایمانی است 
استاد ربانی: خدمات اجتماعی در اسلام بخشی از مسایل اعتقادی و ایمانی است.",استاد ربانی خدمات اجتماعی در اسلام بخشی از مسایل اعتقادی و ایمانی است استاد ربانی خدمات اجتماعی در اسلام بخشی از مسایل اعتقادی و ایمانی است,伊斯蘭教拉巴尼社會服務教授是伊斯蘭教中拉巴尼社會服務教授的宗教和信仰問題的一部分 是信仰和信仰問題的一部分,1,1_羅_頻道_外國人_俄羅斯
社會領域,社會議題,"Ancestor Worship to Nuclear Families | Family Values &amp; Social Change | UPSC Anthropology 
In this video, we discuss the concept of ancestor worship and how it connects to the transition from joint families to nuclear families ...",Ancestor Worship to Nuclear Families Family Values amp Social Change UPSC Anthropology In this video we discuss the concept of ancestor worship and how it connects to the transition from joint families to nuclear families,祖先崇拜核心家庭價值觀的祖先社會變革在此視頻中人類學上的人類學 我們討論了祖先崇拜的概念 以及它如何與從聯閤家庭到核家庭的過渡聯繫,7,7_爭議_博士_直播_應用
