Topic,Search keyword,merged_text,cleaned_text,text_translated,topic_id,topic_label
社會弱勢議題,社會弱勢,"沒戶口不能上學看病 台灣21歲黑戶少年心碎人生！只為賺錢養爸爸！ #金牌特派 
黑戶人生#台灣真實事件#黑戶青年沒戶口不能上學看病台灣21歲黑戶少年心碎人生！只為賺錢養爸爸！台灣，竟有人活了21年， ...",沒戶口不能上學看病 台灣21歲黑戶少年心碎人生 只為賺錢養爸爸 金牌特派 黑戶人生 台灣真實事件 黑戶青年沒戶口不能上學看病台灣21歲黑戶少年心碎人生 只為賺錢養爸爸 台灣 竟有人活了21年,沒戶口不能上學看病 臺灣21歲黑戶少年心碎人生 只為賺錢養爸爸 金牌特派 黑戶人生 臺灣真實事件 黑戶青年沒戶口不能上學看病臺灣21歲黑戶少年心碎人生 只為賺錢養爸爸 臺灣 竟有人活了21年,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"2025 We Make The Change 成果分享會11-113年度嘉義縣弱勢家庭兒童少年關懷輔導服務 
家庭支持#成果分享會「#113年度嘉義縣弱勢家庭兒童少年關懷輔導服務」藉由課後照顧及家庭支持，協助弱勢家庭的兒童及家長， ...",2025 We Make The Change 成果分享會11 113年度嘉義縣弱勢家庭兒童少年關懷輔導服務 家庭支持 成果分享會 113年度嘉義縣弱勢家庭兒童少年關懷輔導服務 藉由課後照顧及家庭支持 協助弱勢家庭的兒童及家長,2025 We Make The Change 成果分享會11 113年度嘉義縣弱勢家庭兒童少年關懷輔導服務 家庭支持 成果分享會 113年度嘉義縣弱勢家庭兒童少年關懷輔導服務 藉由課後照顧及家庭支持 協助弱勢家庭的兒童及家長,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"餐飲集團做公益 邀弱勢兒少享美食 
為了讓弱勢兒少有個美好的暑假回憶，知名餐飲集團再度與新北市社會局合作，舉辦「公益饗宴」活動，邀請邀請100位來自新北各 ...",餐飲集團做公益 邀弱勢兒少享美食 為了讓弱勢兒少有個美好的暑假回憶 知名餐飲集團再度與新北市社會局合作 舉辦 公益饗宴 活動 邀請邀請100位來自新北各,餐飲集團做公益 邀弱勢兒少享美食 為了讓弱勢兒少有個美好的暑假回憶 知名餐飲集團再度與新北市社會局合作 舉辦 公益饗宴 活動 邀請邀請100位來自新北各,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"王義川曝朱立倫&quot;這句話&quot;=放棄傅崐萁！大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍、經濟藍全跑光 她直呼殺傷力大｜【關我什麼事】三立新聞網 SETN.com 
王義川#罷免#朱立倫#傅崐萁  熱搜https://setn.com/topic 大事直播https://live.setn.com 成為這個頻道的會員並獲得福利： ...",王義川曝朱立倫 quot 這句話 quot 放棄傅崐萁 大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍 經濟藍全跑光 她直呼殺傷力大 關我什麼事 三立新聞網 SETN com 王義川 罷免 朱立倫 傅崐萁 熱搜 大事直播 成為這個頻道的會員並獲得福利,王義川曝朱立倫 quot 這句話 quot 放棄傅崐萁 大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍 經濟藍全跑光 她直呼殺傷力大 關我什麼事 三立新聞網 SETN com 王義川 罷免 朱立倫 傅崐萁 熱搜 大事直播 成為這個頻道的會員並獲得福利,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"“New Bill Fills the Pockets of the Rich, Pushing the Poor Deeper into Poverty!” 
In this video, we dive deep into the effects of the latest tax bill being discussed in Congress. While the rich are set to benefit ...",New Bill Fills the Pockets of the Rich Pushing the Poor Deeper into Poverty In this video we dive deep into the effects of the latest tax bill being discussed in Congress While the rich are set to benefit,新法案填補了富人的口袋 在這段視頻中 我們深入研究了國會討論的最新稅收法案的影響 而富人將受益,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"玉清宮博施濟眾  捐善款扶弱勢助救災 │T-NEWS聯播網 
扶助弱勢需善心支持，苗栗縣政府統計自113年至今年6月份，急難救助申請件數破千件，整合社會資源，苗栗市玉清宮愛心不落人後 ...",玉清宮博施濟眾 捐善款扶弱勢助救災 T NEWS聯播網 扶助弱勢需善心支持 苗栗縣政府統計自113年至今年6月份 急難救助申請件數破千件 整合社會資源 苗栗市玉清宮愛心不落人後,玉清宮博施濟眾 捐善款扶弱勢助救災 T NEWS聯播網 扶助弱勢需善心支持 苗栗縣政府統計自113年至今年6月份 急難救助申請件數破千件 整合社會資源 苗栗市玉清宮愛心不落人後,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"沙鹿天使站16周年慶 邀弱勢長輩到場同樂-大台中新聞 
華山基金會沙鹿愛心天使站深耕在地服務邁入第16年，長年致力於關懷失依、失能、失智的弱勢長者，至今已陪伴超過256位長輩走 ...",沙鹿天使站16周年慶 邀弱勢長輩到場同樂 大台中新聞 華山基金會沙鹿愛心天使站深耕在地服務邁入第16年 長年致力於關懷失依 失能 失智的弱勢長者 至今已陪伴超過256位長輩走,沙鹿天使站16週年慶 邀弱勢長輩到場同樂 大臺中新聞 華山基金會沙鹿愛心天使站深耕在地服務邁入第16年 長年致力於關懷失依 失能 失智的弱勢長者 至今已陪伴超過256位長輩走,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"擁抱災後的傷  修繕進行式撐起家的安全感｜大愛新聞 @DaaiWorldNews 
慈濟志工進駐台南災區，為弱勢家庭修繕屋頂，行政院長卓榮泰前往探視，肯定慈濟長期的付出，更直呼只要志工在鄉親就安心， ...",擁抱災後的傷 修繕進行式撐起家的安全感 大愛新聞 DaaiWorldNews 慈濟志工進駐台南災區 為弱勢家庭修繕屋頂 行政院長卓榮泰前往探視 肯定慈濟長期的付出 更直呼只要志工在鄉親就安心,擁抱災後的傷 修繕進行式撐起家的安全感 大愛新聞 DaaiWorldNews 慈濟志工進駐臺南災區 為弱勢家庭修繕屋頂 行政院長卓榮泰前往探視 肯定慈濟長期的付出 更直呼只要志工在鄉親就安心,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"誰でもいつ障害や病気を抱えて、社会的弱者になる可能性があります。#西中間ヒサエ #日本共産党 #那覇市議選 #障害福祉 2025年7月8日 那覇市 JAおきなわ首里城下町支店にて 
国が多くの反対を押し切って進めた #介護保険制度 が招いた結果。 誰でもいつ障害や病気を抱えて、社会的弱者になる可能性が ...",誰でもいつ障害や病気を抱えて 社会的弱者になる可能性があります 西中間ヒサエ 日本共産党 那覇市議選 障害福祉 2025年7月8日 那覇市 JAおきなわ首里城下町支店にて 国が多くの反対を押し切って進めた 介護保険制度 が招いた結果 誰でもいつ障害や病気を抱えて 社会的弱者になる可能性が,由於殘疾或疾病 任何人在任何時候都可能在社會上變得脆弱 Nishinaka Hisae日本共產黨NAHA市議會選舉殘疾福利2025年7月8日在納哈市的Ja Okinawa Shuri城堡鎮分支機構JA Okinawa Shuri Castle Town分支機構 政府推動了許多反對派 以及由於政府的殘疾或疾病而在任何時候都可能在任何時間變得在社會上變得脆弱的護理保險系統,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"王義川曝朱立倫＂這句話＂=放棄傅崐萁！大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍、經濟藍全跑光 她直呼殺傷力大｜94要賺錢 
王義川#朱立倫#傅崐萁  訂閱【94要賺錢】頻道  最新【財經直播】與【即時財經】： https://inews.setn.com/ ◎更多即時新聞看 ...",王義川曝朱立倫 這句話 放棄傅崐萁 大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍 經濟藍全跑光 她直呼殺傷力大 94要賺錢 王義川 朱立倫 傅崐萁 訂閱 94要賺錢 頻道 最新 財經直播 與 即時財經 更多即時新聞看,王義川曝朱立倫 這句話 放棄傅崐萁 大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍 經濟藍全跑光 她直呼殺傷力大 94要賺錢 王義川 朱立倫 傅崐萁 訂閱 94要賺錢 頻道 最新 財經直播 與 即時財經 更多即時新聞看,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"神不要表面工夫的宗教活動 而要我們實在去幫助人 GOD REQUESTS US TO HELP THE POOR #葉光明 #derekprincechinese 
神不要表面工夫的宗教活動而要我們實在去幫助人GOD REQUESTS US TO HELP THE POOR #葉光明#derekprincechinese 影片 ...",神不要表面工夫的宗教活動 而要我們實在去幫助人 GOD REQUESTS US TO HELP THE POOR 葉光明 derekprincechinese 神不要表面工夫的宗教活動而要我們實在去幫助人GOD REQUESTS US TO HELP THE POOR 葉光明 derekprincechinese 影片,神不要表面工夫的宗教活動神不要表面工夫的宗教活動上帝要求我們幫助窮人葉光明derekprincechinese神不要表面工夫的宗教活動而要我們實在去幫助人上帝要求我們幫助窮人葉光明derekprincechinese影片,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"美元弱势狂跌！黄金牛市在望 
黄金外汇#短线交易#黄金#trading #黄金信号#tradingforex #tradingstrategy #tradingtips #tradingsignals #forex #forextrading ...",美元弱势狂跌 黄金牛市在望 黄金外汇 短线交易 黄金 trading 黄金信号 tradingforex tradingstrategy tradingtips tradingsignals forex forextrading,美元弱勢狂跌 黃金牛市在望 黃金外匯 短線交易 黃金 trading 黃金信號 tradingforex tradingstrategy tradingtips tradingsignals forex forextrading,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"【想像台灣】楊金發基金會創辦人楊朴睎 用成長經歷設計「台灣兒少社會安全網」─何文堯 X 楊朴睎 
土城三寶爸楊朴睎（小楊），憑藉自身成長與創業經驗，將對社會的關懷化為行動。身為「楊金發協會」創辦人，他看見僵化教育下 ...",想像台灣 楊金發基金會創辦人楊朴睎 用成長經歷設計 台灣兒少社會安全網 何文堯 X 楊朴睎 土城三寶爸楊朴睎 小楊 憑藉自身成長與創業經驗 將對社會的關懷化為行動 身為 楊金發協會 創辦人 他看見僵化教育下,想像臺灣 楊金發基金會創辦人楊樸睎 用成長經歷設計 臺灣兒少社會安全網 何文堯 X 楊樸睎 土城三寶爸楊樸睎 小楊 憑藉自身成長與創業經驗 將對社會的關懷化為行動 身為 楊金發協會 創辦人 他看見僵化教育下,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"「金錢以外同你 Talk」之《在希望中侍奉》第三集：服務中得益良多 
「金錢以外同你Talk」之《在希望中侍奉》 聖雲先會是天主教國際慈善團體。香港聖雲先會於1863年成立，目前在31個聖堂設有聖 ...",金錢以外同你 Talk 之 在希望中侍奉 第三集 服務中得益良多 金錢以外同你Talk 之 在希望中侍奉 聖雲先會是天主教國際慈善團體 香港聖雲先會於1863年成立 目前在31個聖堂設有聖,金錢以外同你 Talk 之 在希望中侍奉 第三集 服務中得益良多 金錢以外同你Talk 之 在希望中侍奉 聖雲先會是天主教國際慈善團體 香港聖雲先會於1863年成立 目前在31個聖堂設有聖,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"【想像台灣】專訪台灣楊金發公共議題關懷紀念協會創辦人─何文堯 X 楊朴睎 
楊朴睎曾是個迷惘少年，在升學主義下飽受挫折；如今，他化身為「楊金發協會」創辦人，一位來自土城的三寶爸，將自身經歷轉化 ...",想像台灣 專訪台灣楊金發公共議題關懷紀念協會創辦人 何文堯 X 楊朴睎 楊朴睎曾是個迷惘少年 在升學主義下飽受挫折 如今 他化身為 楊金發協會 創辦人 一位來自土城的三寶爸 將自身經歷轉化,想像臺灣 專訪臺灣楊金發公共議題關懷紀念協會創辦人 何文堯 X 楊樸睎 楊樸睎曾是個迷惘少年 在升學主義下飽受挫折 如今 他化身為 楊金發協會 創辦人 一位來自土城的三寶爸 將自身經歷轉化,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"王義川曝朱立倫＂這句話＂=放棄傅崐萁！大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍、經濟藍全跑光 她直呼殺傷力大│94看新聞 
王義川#朱立倫#傅崐萁  訂閱94看新聞，按下小鈴鐺！掌握政壇最新消息  精彩三立政論一頁全掌握https://m.aiurl.tw/qk4hv 精彩 ...",王義川曝朱立倫 這句話 放棄傅崐萁 大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍 經濟藍全跑光 她直呼殺傷力大 94看新聞 王義川 朱立倫 傅崐萁 訂閱94看新聞 按下小鈴鐺 掌握政壇最新消息 精彩三立政論一頁全掌握 精彩,王義川曝朱立倫 這句話 放棄傅崐萁 大老闆接力挺罷免 秦慧珠坦言藍營相對弱勢 朱找館長助陣 知識藍 經濟藍全跑光 她直呼殺傷力大 94看新聞 王義川 朱立倫 傅崐萁 訂閱94看新聞 按下小鈴鐺 掌握政壇最新消息 精彩三立政論一頁全掌握 精彩,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"弱势群体，我们理应照顾，却被嚣张的管理压榨#社会百态 #老板和员工 #传递正能量感谢支持 
欢迎来到【丽姐】频道！     在这里，我们将带你领略正能量视频，展现社会百态，同时严厉打击违法犯罪行为。 如果你喜欢 ...",弱势群体 我们理应照顾 却被嚣张的管理压榨 社会百态 老板和员工 传递正能量感谢支持 欢迎来到 丽姐 频道 在这里 我们将带你领略正能量视频 展现社会百态 同时严厉打击违法犯罪行为 如果你喜欢,弱勢羣體 我們理應照顧 卻被囂張的管理壓榨 社會百態 老闆和員工 傳遞正能量感謝支持 歡迎來到 麗姐 頻道 在這裏 我們將帶你領略正能量視頻 展現社會百態 同時嚴厲打擊違法犯罪行爲 如果你喜歡,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"「金錢以外同你 Talk」之《在希望中侍奉》第二集：親身探訪 
「金錢以外同你Talk」之《在希望中侍奉》 聖雲先會是天主教國際慈善團體。香港聖雲先會於1863年成立，目前在31個聖堂設有聖 ...",金錢以外同你 Talk 之 在希望中侍奉 第二集 親身探訪 金錢以外同你Talk 之 在希望中侍奉 聖雲先會是天主教國際慈善團體 香港聖雲先會於1863年成立 目前在31個聖堂設有聖,金錢以外同你 Talk 之 在希望中侍奉 第二集 親身探訪 金錢以外同你Talk 之 在希望中侍奉 聖雲先會是天主教國際慈善團體 香港聖雲先會於1863年成立 目前在31個聖堂設有聖,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"賴總統表揚教育獎得主 勉勵弱勢學子讓台灣更溫暖｜中央社影音新聞 
總統教育獎今天舉行頒獎典禮， 得獎者多為身障、偏鄉的弱勢學生，但他們依然努力克服困境，在學業、藝術、體育等領域中取得好 ...",賴總統表揚教育獎得主 勉勵弱勢學子讓台灣更溫暖 中央社影音新聞 總統教育獎今天舉行頒獎典禮 得獎者多為身障 偏鄉的弱勢學生 但他們依然努力克服困境 在學業 藝術 體育等領域中取得好,賴總統表揚教育獎得主 勉勵弱勢學子讓臺灣更溫暖 中央社影音新聞 總統教育獎今天舉行頒獎典禮 得獎者多為身障 偏鄉的弱勢學生 但他們依然努力克服困境 在學業 藝術 體育等領域中取得好,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"二專四分愛心獅子會【拯救飢餓】捐助弱勢手球選手食宿 
優秀的學子需要社會大眾的鼓勵與關懷，愛心獅子會也依循著國際獅子會的八大社會服務目標:【關懷青少年】、【拯救飢餓】， ...",二專四分愛心獅子會 拯救飢餓 捐助弱勢手球選手食宿 優秀的學子需要社會大眾的鼓勵與關懷 愛心獅子會也依循著國際獅子會的八大社會服務目標 關懷青少年 拯救飢餓,二專四分愛心獅子會 拯救飢餓 捐助弱勢手球選手食宿 優秀的學子需要社會大眾的鼓勵與關懷 愛心獅子會也依循著國際獅子會的八大社會服務目標 關懷青少年 拯救飢餓,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"高雄匠愛家園－如何照顧弱勢團體？ 
官網：https://colifehome.org/ 關懷弱勢．少額月捐．愛人如己https://donate.newebpay.com/Period/CoLife/fixeddurationdonate 勸募 ...",高雄匠愛家園 如何照顧弱勢團體 官網 關懷弱勢 少額月捐 愛人如己 勸募,高雄匠愛家園 如何照顧弱勢團體 官網 關懷弱勢 少額月捐 愛人如己 勸募,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"弱者の居場所がない社会――貧困・格差と社会的包摂 講談社現代新書 2135 
書籍のリンク先はこちら https://amazon.co.jp/dp/4062881357/ref=nosim?tag=tca04-22.",弱者の居場所がない社会 貧困・格差と社会的包摂 講談社現代新書 2135 書籍のリンク先はこちら,一個弱者沒有地方貧窮 差異和社會包容的社會Kodansha Gendai Shinsho 2135單擊此處獲取書籍鏈接,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"旅遊換日圓甜甜價最後機會來了?亞幣退潮 美元王者回歸！ 
旅遊#換日圓甜甜價最後機會來了? 亞幣退潮#美元王者回歸！ 日圓還香嗎？ 就在美股狂歡、輝達封神， 川普#關稅成績單不停發送， ...",旅遊換日圓甜甜價最後機會來了 亞幣退潮 美元王者回歸 旅遊 換日圓甜甜價最後機會來了 亞幣退潮 美元王者回歸 日圓還香嗎 就在美股狂歡 輝達封神 川普 關稅成績單不停發送,旅遊換日圓甜甜價最後機會來了 亞幣退潮 美元王者回歸 旅遊 換日圓甜甜價最後機會來了 亞幣退潮 美元王者回歸 日圓還香嗎 就在美股狂歡 輝達封神 川普 關稅成績單不停發送,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"【戰神94強】羅智強捍衛學生權益！為弱勢孩童發聲！反校園毒品暴力！守護孩子重視教育！#羅智強 #726 #不同意罷免 #教育 #校園 #學生 
【戰神94強】羅智強捍衛學生權益！為弱勢孩童發聲！反校園毒品暴力！守護孩子重視教育！#羅智強#726 #不同意罷免#教育# ...",戰神94強 羅智強捍衛學生權益 為弱勢孩童發聲 反校園毒品暴力 守護孩子重視教育 羅智強 726 不同意罷免 教育 校園 學生 戰神94強 羅智強捍衛學生權益 為弱勢孩童發聲 反校園毒品暴力 守護孩子重視教育 羅智強 726 不同意罷免 教育,戰神94強 羅智強捍衛學生權益 為弱勢孩童發聲 反校園毒品暴力 守護孩子重視教育 羅智強 726 不同意罷免 教育 校園 學生 戰神94強 羅智強捍衛學生權益 為弱勢孩童發聲 反校園毒品暴力 守護孩子重視教育 羅智強 726 不同意罷免 教育,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"男亮刀.搥牆恐嚇2個月嚇壞鄰店！　警會同衛生局上門｜華視新聞 20250717 @CtsTw 
警方會同衛生局人員，前往被控持刀恐嚇鄰居，淡水張姓男子的修車廠，他一開始相當激動，警方不敢大意一度出動快打。印尼店 ...",男亮刀 搥牆恐嚇2個月嚇壞鄰店 警會同衛生局上門 華視新聞 20250717 CtsTw 警方會同衛生局人員 前往被控持刀恐嚇鄰居 淡水張姓男子的修車廠 他一開始相當激動 警方不敢大意一度出動快打 印尼店,男亮刀 搥牆恐嚇2個月嚇壞鄰店 警會同衛生局上門 華視新聞 20250717 CtsTw 警方會同衛生局人員 前往被控持刀恐嚇鄰居 淡水張姓男子的修車廠 他一開始相當激動 警方不敢大意一度出動快打 印尼店,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"記者工會媒合捐數位相機 助弱勢兒少學習 
為了關懷弱勢兒少，世界佛教正心會在新北市新聞記者職業工會的媒合下，特別捐贈20台數位相機，給「北基社區發展協會」的小 ...",記者工會媒合捐數位相機 助弱勢兒少學習 為了關懷弱勢兒少 世界佛教正心會在新北市新聞記者職業工會的媒合下 特別捐贈20台數位相機 給 北基社區發展協會 的小,記者工會媒合捐數位相機 助弱勢兒少學習 為了關懷弱勢兒少 世界佛教正心會在新北市新聞記者職業工會的媒合下 特別捐贈20臺數位相機 給 北基社區發展協會 的小,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"普發現金政院恐擋到底…拖過726再提覆議！？就是不願「普還1萬」？ @57BreakingNews #shorts 
每週一至週五2100 請鎖定57東森財經新聞台－《57爆新聞》 加入頻道會員【真相追擊隊】看更多→https://bit.ly/34zJY70 記得 ...",普發現金政院恐擋到底 拖過726再提覆議 就是不願 普還1萬 57BreakingNews shorts 每週一至週五2100 請鎖定57東森財經新聞台 57爆新聞 加入頻道會員 真相追擊隊 看更多 記得,普發現金政院恐擋到底 拖過726再提覆議 就是不願 普還1萬 57BreakingNews shorts 每週一至週五2100 請鎖定57東森財經新聞臺 57爆新聞 加入頻道會員 真相追擊隊 看更多 記得,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"拆屋瓦搭浪板 85歲獨居媽有新屋頂｜大愛新聞 @DaaiWorldNews 
慈濟志工號召退休士官長，加入修繕行動，協助七股區西寮里的弱勢家庭，將毀損屋頂拆除重建，而85歲的獨居阿媽，原本屋頂被吹 ...",拆屋瓦搭浪板 85歲獨居媽有新屋頂 大愛新聞 DaaiWorldNews 慈濟志工號召退休士官長 加入修繕行動 協助七股區西寮里的弱勢家庭 將毀損屋頂拆除重建 而85歲的獨居阿媽 原本屋頂被吹,拆屋瓦搭浪板 85歲獨居媽有新屋頂 大愛新聞 DaaiWorldNews 慈濟志工號召退休士官長 加入修繕行動 協助七股區西寮裏的弱勢家庭 將毀損屋頂拆除重建 而85歲的獨居阿媽 原本屋頂被吹,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"品格教育計畫 小學生365靜思語｜大愛新聞 @DaaiWorldNews 
幫助偏鄉的孩子建立正確的人生觀，慧治基金會，補助全台超過110個弱勢兒少課輔班，也跟慈濟聯合推廣「一句好話」品格教育， ...",品格教育計畫 小學生365靜思語 大愛新聞 DaaiWorldNews 幫助偏鄉的孩子建立正確的人生觀 慧治基金會 補助全台超過110個弱勢兒少課輔班 也跟慈濟聯合推廣 一句好話 品格教育,品格教育計畫 小學生365靜思語 大愛新聞 DaaiWorldNews 幫助偏鄉的孩子建立正確的人生觀 慧治基金會 補助全臺超過110個弱勢兒少課輔班 也跟慈濟聯合推廣 一句好話 品格教育,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"1140717 南投縣議會 民議新聞 音樂結合美食關懷弱勢 透過義煮傳遞溫暖 (縣議員 林儒暘) 
中華音樂餐飲教育學會，在南投市天明宮舉行「義煮活動」，提供免費熱食給貧困家庭、獨居長者與街友，並搭配音樂表演，讓弱勢 ...",1140717 南投縣議會 民議新聞 音樂結合美食關懷弱勢 透過義煮傳遞溫暖 縣議員 林儒暘 中華音樂餐飲教育學會 在南投市天明宮舉行 義煮活動 提供免費熱食給貧困家庭 獨居長者與街友 並搭配音樂表演 讓弱勢,1140717 南投縣議會 民議新聞 音樂結合美食關懷弱勢 透過義煮傳遞溫暖 縣議員 林儒暘 中華音樂餐飲教育學會 在南投市天明宮舉行 義煮活動 提供免費熱食給貧困家庭 獨居長者與街友 並搭配音樂表演 讓弱勢,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"What Were Shirley Chisholm&#39;s Views On Poverty And Inequality? - We Are Liberal 
What Were Shirley Chisholm's Views On Poverty And Inequality? In this thought-provoking video, we will discuss the impactful ...",What Were Shirley Chisholm 39 s Views On Poverty And Inequality We Are Liberal What Were Shirley Chisholm s Views On Poverty And Inequality In this thought provoking video we will discuss the impactful,Shirley Chisholm 39關於貧困和不平等的觀點是自由的 我們是雪莉 奇什爾姆 Shirley Chisholm 對這個思想造成的貧困和不平等的觀點 我們將討論影響力的影響力,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"What Is The Impact Of Pell Grants On Society? - We Are Liberal 
What Is The Impact Of Pell Grants On Society? In this informative video, we will explore the world of Pell Grants and their ...",What Is The Impact Of Pell Grants On Society We Are Liberal What Is The Impact Of Pell Grants On Society In this informative video we will explore the world of Pell Grants and their,佩爾贈款對社會的影響是什麼 我們是自由的,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"SZÁD - Mi már elindultunk!- És Te? 
A szociális ágazat és a benne dolgozók helyzete évről évre romlik. Nincs mire várni, itt az ideje az összefogásnak! Mi már ...",SZÁD Mi már elindultunk És Te A szociális ágazat és a benne dolgozók helyzete évről évre romlik Nincs mire várni itt az ideje az összefogásnak Mi már,您的嘴是我們開始的 您是社會部門和每年工作的人們的處境 沒有什麼可以等待它等待它的,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"印尼員警部隊79周年 健檢服務一家親｜大愛新聞  @DaaiWorldNews 
印尼員警部隊慶祝成立79周年，在全國各地舉辦健康檢查活動。其中一場在西爪哇省北加西，邀請慈濟人醫會參與。 #印尼#西爪哇 ...",印尼員警部隊79周年 健檢服務一家親 大愛新聞 DaaiWorldNews 印尼員警部隊慶祝成立79周年 在全國各地舉辦健康檢查活動 其中一場在西爪哇省北加西 邀請慈濟人醫會參與 印尼 西爪哇,印尼員警部隊79週年 健檢服務一家親 大愛新聞 DaaiWorldNews 印尼員警部隊慶祝成立79週年 在全國各地舉辦健康檢查活動 其中一場在西爪哇省北加西 邀請慈濟人醫會參與 印尼 西爪哇,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"網請賴清德發起拒領一萬了 沈伯洋罵領一萬是共產黨了【#新聞大白話】20250712-3｜#李永萍 #凌濤 #何景榮@tvbstalk 
賴清德#沈伯洋#拒領#普發現金#TVBS新聞#TVBS直播#TVBS新聞網○請訂閱【TVBS新聞網】YT  https://tvbs.pse.is/7hnrvn ...",網請賴清德發起拒領一萬了 沈伯洋罵領一萬是共產黨了 新聞大白話 20250712 3 李永萍 凌濤 何景榮 tvbstalk 賴清德 沈伯洋 拒領 普發現金 TVBS新聞 TVBS直播 TVBS新聞網 請訂閱 TVBS新聞網 YT,網請賴清德發起拒領一萬了 沈伯洋罵領一萬是共產黨了 新聞大白話 20250712 3 李永萍 凌濤 何景榮 tvbstalk 賴清德 沈伯洋 拒領 普發現金 TVBS新聞 TVBS直播 TVBS新聞網 請訂閱 TVBS新聞網 YT,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"延續希望之光 區議員接棒院長健步籌款 District Councillor Picks Up Charity Walk Baton from Hospital President 
申請/捐款詳情： https://www.hkahf.org.hk/bog-tw/ https://www.twah.org.hk/tc/foundations 要讓希望之光持續發亮，需要後來者接力 ...",延續希望之光 區議員接棒院長健步籌款 District Councillor Picks Up Charity Walk Baton from Hospital President 申請 捐款詳情 要讓希望之光持續發亮 需要後來者接力,延續希望之光區議員從醫院校長那裡接管慈善機構步行警棍申請申請要讓希望之光持續發亮要讓希望之光持續發亮,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,🌟 誠心祈願，善行感動天！還願捐米助弱勢，福報滿滿 🌟一對虔誠的賢伉儷，多次參拜祈求心願實現，願望成真，特地回到本殿誠心還願！夫妻倆還願捐100包平安財寶米，幫助弱勢族群，更以善行溫暖社會。,誠心祈願 善行感動天 還願捐米助弱勢 福報滿滿 一對虔誠的賢伉儷 多次參拜祈求心願實現 願望成真 特地回到本殿誠心還願 夫妻倆還願捐100包平安財寶米 幫助弱勢族群 更以善行溫暖社會,誠心祈願 善行感動天 還願捐米助弱勢 福報滿滿 一對虔誠的賢伉儷 多次參拜祈求心願實現 願望成真 特地回到本殿誠心還願 夫妻倆還願捐100包平安財寶米 幫助弱勢族羣 更以善行溫暖社會,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"嬰 infant in Running Script 行書 2536 | #Chinese5000 #ChineseCalligraphy #書法 
Learn how to write the Chinese character 「嬰」 in Running Script (行书/行書). This short demonstration shows the proper stroke ...",嬰 infant in Running Script 行書 2536 Chinese5000 ChineseCalligraphy 書法 Learn how to write the Chinese character 嬰 in Running Script 行书 行書 This short demonstration shows the proper stroke,嬰嬰兒在運行腳本中的嬰兒行書2536中文5000 chinesecalligraphy書法學習如何在運行腳本中寫漢字,0,0_的_在_與_社會
