Topic,Search keyword,merged_text,cleaned_text,text_translated,topic_id,topic_label
社會議題,社會議題,"参政党・神谷宗幣 代表×竹田恒泰 「女性天皇」どう考える？ #アベプラ #Shorts 
参院選 #選挙 #参政党 #神谷宗幣 ◇過去の放送回はこちら ▷https://abema.go.link/88Ipo ◇ニュース公式SNS ...",参政党・神谷宗幣 代表 竹田恒泰 女性天皇 どう考える アベプラ Shorts 参院選 選挙 参政党 神谷宗幣 過去の放送回はこちら ニュース公式SNS,選舉權黨 Kamiya Sokei代表 Takeda Tsuneyasu您如何看待女性皇帝Abepura短褲大廈議員大選選舉選舉權黨Kamiya Sokei單擊此處 以獲取過去的廣播新聞官員SNS,6,6_您_Ishiba_選舉_新聞
社會議題,社會議題,"La preocupante crisis de armas blancas en Londres | DW Documental 
En Reino Unido la violencia con armas blancas entre jóvenes crece de forma alarmante. La política y la sociedad civil llevan ...",La preocupante crisis de armas blancas en Londres DW Documental En Reino Unido la violencia con armas blancas entre jóvenes crece de forma alarmante La política y la sociedad civil llevan,倫敦DW紀錄片在英國的白色武器令人擔憂,1,1_的_出生率_年_是
社會議題,社會議題,"社会争论议题 在马来西亚难以启齿的禁忌 | 摇篮凡世 Pavane For An Infant | Official Trailer | 8月14日2025年 坠地而生 
她目睹了一个个沉默的母亲   和一段段悄然被放弃的生命每一个婴儿的到来都像是一声轻轻的求救   而她，成了唯一听得见的人   ...",社会争论议题 在马来西亚难以启齿的禁忌 摇篮凡世 Pavane For An Infant Official Trailer 8月14日2025年 坠地而生 她目睹了一个个沉默的母亲 和一段段悄然被放弃的生命每一个婴儿的到来都像是一声轻轻的求救 而她 成了唯一听得见的人,社會爭論議題 在馬來西亞難以啓齒的禁忌 搖籃凡世 Pavane For An Infant Official Trailer 8月14日2025年 墜地而生 她目睹了一個個沉默的母親 和一段段悄然被放棄的生命每一個嬰兒的到來都像是一聲輕輕的求救 而她 成了唯一聽得見的人,9,9_們_被_她_的
社會議題,社會議題,"差別煽るリスクは？参政党・神谷代表「日本人ファーストは選挙の間だけ」｜TBS NEWS DIG 
参院選で勢いを増す参政党。神谷代表に「日本人ファースト」の訴えが、外国人への差別や排外主義を煽るリスクがないのか聞き ...",差別煽るリスクは 参政党・神谷代表 日本人ファーストは選挙の間だけ TBS NEWS DIG 参院選で勢いを増す参政党 神谷代表に 日本人ファースト の訴えが 外国人への差別や排外主義を煽るリスクがないのか聞き,煽動歧視的風險是 代表卡米亞 Kamiya 選舉權黨 日語首先是在選舉中的新聞挖掘選舉人黨在議員眾議院選舉中獲得勢頭的勢頭 要求卡米亞的代表詢問卡米亞 Kamiya 的代表 是否沒有風險 是否有日本人首次上訴會煽動歧視或反對外國人的二諾恐懼症,0,0_的_日本_問題_了
社會議題,社會議題,【一問一答】高校入試対策 日本地理一問一答 #社会 #地理 #高校入試 #高校受験 #受験 #受験生 #一問一答,一問一答 高校入試対策 日本地理一問一答 社会 地理 高校入試 高校受験 受験 受験生 一問一答,一問一答 高校入試対策 日本地理一問一答 社會 地理 高校入試 高校受験 受験 受験生 一問一答,0,0_的_日本_問題_了
社會議題,社會議題,"關稅問題不只台灣有 李長庚看好台企擁3力｜非凡短財經 #shorts 
shorts #關稅#國泰#李長庚更多內容敬請鎖定【非凡新聞台】【非凡商業台】 非凡電視台YouTube ...",關稅問題不只台灣有 李長庚看好台企擁3力 非凡短財經 shorts shorts 關稅 國泰 李長庚更多內容敬請鎖定 非凡新聞台 非凡商業台 非凡電視台YouTube,關稅問題不只臺灣有 李長庚看好臺企擁3力 非凡短財經 shorts shorts 關稅 國泰 李長庚更多內容敬請鎖定 非凡新聞臺 非凡商業臺 非凡電視臺YouTube,4,4_議題_臺_社會_與
社會議題,社會議題,"London&#39;s deadly knife problem | DW Documentary 
Knife crime among young people in Britain is escalating. British lawmakers and civil society groups have been fighting back for ...",London 39 s deadly knife problem DW Documentary Knife crime among young people in Britain is escalating British lawmakers and civil society groups have been fighting back for,倫敦39的致命刀問題DW紀錄片刀犯罪英國的年輕人正在升級英國立法者和民間社會團體 一直在為,1,1_的_出生率_年_是
社會議題,社會議題,"APPEL  SUSTENTABILIDADE E IMPACTO SOCIAL NO BRASIL 
FIGA Biz Cast EP#064 - Rafael Appel (Appel Home) @filipegallotti82 @figabizcast @appelhome Acesse: ...",APPEL SUSTENTABILIDADE E IMPACTO SOCIAL NO BRASIL FIGA Biz Cast EP 064 Rafael Appel Appel Home filipegallotti82 figabizcast appelhome Acesse,Appel的可持續性和社會影響在巴西FIGA BIZ演員EP 064 Rafael Appel Home Figipellotti82 Figabizcast Appelhome訪問,3,3_犯罪_製_羅_並
社會議題,社會議題,"APPLE  SUSTENTABILIDADE E IMPACTO SOCIAL EM AÇÃO 
FIGA Biz Cast EP#064 - Rafael Appel (Appel Home) @filipegallotti82 @figabizcast @appelhome Acesse: ...",APPLE SUSTENTABILIDADE E IMPACTO SOCIAL EM AÇÃO FIGA Biz Cast EP 064 Rafael Appel Appel Home filipegallotti82 figabizcast appelhome Acesse,蘋果的可持續性和對Figa Biz的社會影響EP 064 Rafael Appel Home Figabalotti82 Figabizcast Applhome訪問,3,3_犯罪_製_羅_並
社會議題,社會議題,"S2EP03｜不是社工也能做的社會參與：從影劇領域到NGO，我們怎麼關心社會議題 ft.孟儒 
最末端10分鐘音檔消失，因此只有相機的收音，還請見諒＊ 本集聊聊「我們怎麼關心社會議題」，邀請來賓孟儒分享他從影視產業轉 ...",S2EP03 不是社工也能做的社會參與 從影劇領域到NGO 我們怎麼關心社會議題 ft 孟儒 最末端10分鐘音檔消失 因此只有相機的收音 還請見諒 本集聊聊 我們怎麼關心社會議題 邀請來賓孟儒分享他從影視產業轉,S2EP03 不是社工也能做的社會參與 從影劇領域到NGO 我們怎麼關心社會議題 ft 孟儒 最末端10分鐘音檔消失 因此只有相機的收音 還請見諒 本集聊聊 我們怎麼關心社會議題 邀請來賓孟儒分享他從影視產業轉,4,4_議題_臺_社會_與
社會議題,社會議題,"2315【29Jul A】你認為社會問題多左定少左？關愛隊一年隊5億解決到問題？ 
技安Digest | 講者：黎樂民~~~~~~~~~~~~~~~~~~~~~~~~~~~ 網購吳明德教授作品《金融覺醒新一波財富轉移》 海外讀者︰ ...",2315 29Jul A 你認為社會問題多左定少左 關愛隊一年隊5億解決到問題 技安Digest 講者 黎樂民 網購吳明德教授作品 金融覺醒新一波財富轉移 海外讀者,2315 29Jul A 你認為社會問題多左定少左 關愛隊一年隊5億解決到問題 技安Digest 講者 黎樂民 網購吳明德教授作品 金融覺醒新一波財富轉移 海外讀者,4,4_議題_臺_社會_與
社會議題,社會議題,"【エプスタイン問題】アメリカで連日報道／陰謀論めぐりトランプ大統領の姿勢一転／岩盤支持層のMAGA派分裂か／内政・対外政策への影響は【PIVOT TALK】 
収録日：7月28日 ▽ PIVOTアプリなら「バックグラウンド再生」「ダウンロード機能」「音声モード再生」が無料。 アプリ ...",エプスタイン問題 アメリカで連日報道 陰謀論めぐりトランプ大統領の姿勢一転 岩盤支持層のMAGA派分裂か 内政・対外政策への影響は PIVOT TALK 収録日 7月28日 PIVOTアプリなら バックグラウンド再生 ダウンロード機能 音声モード再生 が無料 アプリ,愛潑斯坦問題 美國的每日報導 特朗普總統對陰謀論的態度發生了變化 岩石支持者的雜誌派係正在分裂嗎 這會影響國內和外交政策嗎 樞軸聊天日期錄製了7月28日使用Pivot應用 背景播放 下載功能 音頻模式播放免費,0,0_的_日本_問題_了
社會議題,社會議題,"Zero Tolerance for Hate Content on Social Media, Says Asma Bukhari | Breaking News 
samaatv #AzmaBukhari #HateContent #SocialMediaRegulation #ZeroTolerancePolicy #cmmaryamnawaz #punjabgovt Zero ...",Zero Tolerance for Hate Content on Social Media Says Asma Bukhari Breaking News samaatv AzmaBukhari HateContent SocialMediaRegulation ZeroTolerancePolicy cmmaryamnawaz punjabgovt Zero,社交媒體上對仇恨內容的零容忍說Asma Bukhari爆發新聞Samaatv Azmabukhari HateContent SocialMediaNeculation Zerotolerancepolicypolicy cmmaryamnawaz punjabgovt零,0,0_的_日本_問題_了
社會議題,社會議題,"Apki Koi Hesiyat Nahi Hai🤨🤨#crimepatrol #shorts #neonews #pakistanpuchtahai | JX3U 
Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership. From theft ...",Apki Koi Hesiyat Nahi Hai crimepatrol shorts neonews pakistanpuchtahai JX3U Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership From theft,apki koi hesiyat nahi hai犯罪帕特羅爾短褲neonews bakistanpuchtahai jx3u犯罪巡邏隊的特徵是 從盜竊中重新制定並製作了紀錄片風格的社會問題 並將其製作成紀錄片樣式情節,3,3_犯罪_製_羅_並
社會議題,社會議題,"【太田光が問う／自民党】石破茂総裁ホンネ対談　選挙の日、そのまえに。｜TBS NEWS DIG 
7月20日投開票の参議院選挙を前に、爆笑問題・太田光が「選挙の日2025」のスペシャルキャスターとして、自民党の石破茂総裁 ...",太田光が問う 自民党 石破茂総裁ホンネ対談 選挙の日 そのまえに TBS NEWS DIG 7月20日投開票の参議院選挙を前に 爆笑問題・太田光が 選挙の日2025 のスペシャルキャスターとして 自民党の石破茂総裁,Ota Mitsuru詢問了最不發達國家總裁Ishiba Shigeru選舉的真實對話 此前TBS News Dig Dig Dig在此之前 Bakusho Mondai的Ota Mitsuru將成為2025年選舉日的特別施法者 LDP總裁Ishiba Shigeru,0,0_的_日本_問題_了
社會議題,社會議題,"Sharabi Police Wala🤨🤨#crimepatrol #shorts #neonews #pakistanpuchtahai | JX3U 
Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership. From theft ...",Sharabi Police Wala crimepatrol shorts neonews pakistanpuchtahai JX3U Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership From theft,Sharabi警察Wala犯罪帕特羅爾短褲NEONEWS巴基斯坦Pakistanpuchtahai JX3U犯罪巡邏隊的特徵是在盜竊中為我們的收視率重新整理並製作成紀錄片樣式情節,3,3_犯罪_製_羅_並
社會議題,社會議題,"【石丸伸二×ReHacQ】社会課題を斬る！米騒動・マスク問題からトランプ外交、核の是非まで徹底議論 
【石丸伸二 ReHacQ】この動画では、東京都知事選で注目を集めた石丸伸二氏が、YouTubeチャンネル「ReHacQ」に登場し、 ...",石丸伸二 ReHacQ 社会課題を斬る 米騒動・マスク問題からトランプ外交 核の是非まで徹底議論 石丸伸二 ReHacQ この動画では 東京都知事選で注目を集めた石丸伸二氏が YouTubeチャンネル ReHacQ に登場し,Ishimaru Shinji Rehacq削減了社會問題 對稻米騷亂和麵具問題的徹底討論 特朗普的外交以及核武器的核武器和缺點Ishimaru Shinji Rehacq在這段視頻Ishimaru Shinji中 他們在YouTuppe上引起了YouTuppe in YouTupe的關注 在YouTuppe上引起了人們的關注,0,0_的_日本_問題_了
社會議題,社會議題,"女性脫口秀熱潮：探討性別議題與社會焦慮的鏡像 
00:00 - 女性脫口秀熱潮：探討性別議題與社會焦慮的鏡像01:49 - 大陸女性脫口秀崛起：笑聲背後的性別對立與社會挑戰1. 女性脫口 ...",女性脫口秀熱潮 探討性別議題與社會焦慮的鏡像 00 00 女性脫口秀熱潮 探討性別議題與社會焦慮的鏡像01 49 大陸女性脫口秀崛起 笑聲背後的性別對立與社會挑戰1 女性脫口,女性脫口秀熱潮 探討性別議題與社會焦慮的鏡像 00 00 女性脫口秀熱潮 探討性別議題與社會焦慮的鏡像01 49 大陸女性脫口秀崛起 笑聲背後的性別對立與社會挑戰1 女性脫口,4,4_議題_臺_社會_與
社會議題,社會議題,"専業主婦はﾀﾋねってこと?【社会問題】 
いつもご視聴いただき、ありがとうございます！ このチャンネルでは、海外に関するニュースの情報や 気になる海外の反応を ...",専業主婦はタヒねってこと 社会問題 いつもご視聴いただき ありがとうございます このチャンネルでは 海外に関するニュースの情報や 気になる海外の反応を,全職家庭主婦真是可恥 社會問題感謝您一直觀看 該渠道提供有關海外新聞和有趣海外反應的新聞的信息,6,6_您_Ishiba_選舉_新聞
社會議題,社會議題,"外国人の生活保護廃止できるの？#生活保護 #外国人問題 #歴史 #社会問題 
日本の生活保護は本来「日本国民」を対象とした制度ですが、実際には外国人も受給しています。 その背景には、戦後の歴史 ...",外国人の生活保護廃止できるの 生活保護 外国人問題 歴史 社会問題 日本の生活保護は本来 日本国民 を対象とした制度ですが 実際には外国人も受給しています その背景には 戦後の歴史,外國人可以廢除嗎 福利保險外國人的問題歷史社會問題日本的福利最初是針對日本公民的製度 但實際上它也獲得了外國人的福利 背景是戰後歷史,0,0_的_日本_問題_了
社會議題,社會議題,"Paisay Nikalo Foran🤨🤨#crimepatrol #shorts #neonews #pakistanpuchtahai | JX3U 
Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership. From theft ...",Paisay Nikalo Foran crimepatrol shorts neonews pakistanpuchtahai JX3U Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership From theft,PAISAY NIKALO FORAN犯罪帕特羅爾短褲Neonews Bakistanpuchtahai JX3U犯罪巡邏隊特徵的特徵是 從盜竊案中重新制定並製作成紀錄片風格的紀錄片風格情節,3,3_犯罪_製_羅_並
社會議題,社會議題,"Pindi Jail Mein Kam-Sin Manshiat Farosh Ki Dardnak Dastan Suniye | Samaa Stories 
samaatv #SamaaStories #DrugAddictioninPakiatan #WomenDrugAddiction #DrugAbuseReality #SocialIssues Follow Samaa ...",Pindi Jail Mein Kam Sin Manshiat Farosh Ki Dardnak Dastan Suniye Samaa Stories samaatv SamaaStories DrugAddictioninPakiatan WomenDrugAddiction DrugAbuseReality SocialIssues Follow Samaa,pindi監獄mein kam sin manshiat farosh ki dardnak dardnak dardan suniye samaa故事,3,3_犯罪_製_羅_並
社會議題,社會議題,"Where Can Women Be Safe? | Kanak News Shorts 
Kanak News is Odisha's leading 24x7 news and current affairs TV channel from Eastern Media Limited. Odisha's largest media ...",Where Can Women Be Safe Kanak News Shorts Kanak News is Odisha s leading 24x7 news and current affairs TV channel from Eastern Media Limited Odisha s largest media,女性可以在哪裏安全的Kanak新聞短褲Kanak News是Odisha的24x7新聞和Eastern Media Limited Odisha的最大媒體的時事電視頻道,6,6_您_Ishiba_選舉_新聞
社會議題,社會議題,"Main Tum Say Baat Nahi Kru Ga🤨🤨#crimepatrol #shorts #neonews #pakistanpuchtahai | JX3U 
Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership. From theft ...",Main Tum Say Baat Nahi Kru Ga crimepatrol shorts neonews pakistanpuchtahai JX3U Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership From theft,Main Tum說Baat Nahi Kru Ga犯罪帕特羅爾短褲NEONEWS巴基斯坦Puchtahai JX3U犯罪巡邏巡邏特徵的特徵是重新啟示的社會問題 並從盜竊中為我們的觀眾重新制定並製作成紀錄片樣式情節,3,3_犯罪_製_羅_並
社會議題,社會議題,"吳宗憲.蕭文生激辯! 決戰公共議題&quot;政院砍地方預算&quot; 吳批: 大法官要有對抗政府的勇氣｜TVBS新聞網 @tvbsnews24live 
tvbs新聞網#TVBS新聞網#TVBS #吳宗憲#大法官#蕭文生#地方預算○請訂閱【TVBS新聞 ...",吳宗憲 蕭文生激辯 決戰公共議題 quot 政院砍地方預算 quot 吳批 大法官要有對抗政府的勇氣 TVBS新聞網 tvbsnews24live tvbs新聞網 TVBS新聞網 TVBS 吳宗憲 大法官 蕭文生 地方預算 請訂閱 TVBS新聞,吳宗憲 蕭文生激辯 決戰公共議題 quot 政院砍地方預算 quot 吳批 大法官要有對抗政府的勇氣 TVBS新聞網 tvbsnews24live tvbs新聞網 TVBS新聞網 TVBS 吳宗憲 大法官 蕭文生 地方預算 請訂閱 TVBS新聞,4,4_議題_臺_社會_與
社會議題,社會議題,"【ニュース】「大学卒業していないと聞いた」知人証言　静岡・伊東市の田久保市長“学歴詐称”問題#shorts 
静岡県伊東市の田久保真紀市長（55）の学歴詐称を巡る4回目の百条委員会が開かれました。29日は市長の知人が出席し、「大学 ...",ニュース 大学卒業していないと聞いた 知人証言 静岡・伊東市の田久保市長 学歴詐称 問題 shorts 静岡県伊東市の田久保真紀市長 55 の学歴詐称を巡る4回目の百条委員会が開かれました 29日は市長の知人が出席し 大学,一個熟人的新聞證詞 他聽說他尚未從伊託市的塔科博市長畢業於伊託市市長 虛假的學術背景問題短褲 第四次100個第100個委員會會議是因為對55位ITO City of Ito City市長Shizuoka Perfactor的55名市長的陳述持續了 29日 市長的熟人就讀了大學,0,0_的_日本_問題_了
社會議題,社會議題,"Women Commission Chairperson Nerella Sharada Fires On Social Issues | Anchor Roshan Interview 
Women Commission Chairperson Nerella Sharada Fires On Social Issues | Anchor Roshan Interview @sumantvtelugulive ...",Women Commission Chairperson Nerella Sharada Fires On Social Issues Anchor Roshan Interview Women Commission Chairperson Nerella Sharada Fires On Social Issues Anchor Roshan Interview sumantvtelugulive,婦女委員會主席Nerella Sharada在社會問題上開火 主持人Roshan採訪婦女委員會主席Nerella Sharada在社會問題上大火主持人Roshan採訪SumantvTelugulive,6,6_您_Ishiba_選舉_新聞
社會議題,社會議題,"【少子化 社会問題 氷河期世代】2026年から始まる「隠れ独身税」。政府の狡猾な手口とは…。【ゆっくり 2ch 解説】 
2026年、独身者から強制徴収！ 隠れ独身税の正体！ 健康保険料に紛れた巧妙な罠。 若者の結婚離れが加速してしまう。 少子化、 ...",少子化 社会問題 氷河期世代 2026年から始まる 隠れ独身税 政府の狡猾な手口とは ゆっくり 2ch 解説 2026年 独身者から強制徴収 隠れ独身税の正体 健康保険料に紛れた巧妙な罠 若者の結婚離れが加速してしまう 少子化,從2026年開始 降低了出生率的社會問題冰河時代的隱藏單身稅是什麼是政府的狡猾方法 慢慢2CH解釋2026從單身人士強迫收集隱藏單打稅的真實本質巧妙的陷阱與健康保險費融合在一起 年輕人開始加速婚姻的離開,1,1_的_出生率_年_是
社會議題,社會議題,"超火爆🔥醫事查詢系統有問題!控掩護狼醫?!邱泰源拍桌怒槓林淑芬! 
立法院#民進黨#林淑芬#衛福部#醫生#狼醫#台大#邱泰源  加入Youtube專屬 ...",超火爆 醫事查詢系統有問題 控掩護狼醫 邱泰源拍桌怒槓林淑芬 立法院 民進黨 林淑芬 衛福部 醫生 狼醫 台大 邱泰源 加入Youtube專屬,超火爆 醫事查詢系統有問題 控掩護狼醫 邱泰源拍桌怒槓林淑芬 立法院 民進黨 林淑芬 衛福部 醫生 狼醫 臺大 邱泰源 加入Youtube專屬,7,7_短劇_她_情感_他
社會議題,社會議題,【ONE FARM】元教師からの社会問題について,ONE FARM 元教師からの社会問題について,一個前老師的一個農場社會問題,8,8_我們_研究_通過_社會
社會議題,社會議題,身近な問題は社会の問題 #わき雅昭 #神奈川 #神奈川県 #政治家,身近な問題は社会の問題 わき雅昭 神奈川 神奈川県 政治家,身近な問題は社會の問題 わき雅昭 神奈川 神奈川県 政治家,0,0_的_日本_問題_了
社會議題,社會議題,氷河期世代問題/これからの社会への影響【ずんだもん解説】,氷河期世代問題 これからの社会への影響 ずんだもん解説,冰河時代的生成問題 未來對社會的影響 Zundamon解釋,1,1_的_出生率_年_是
社會議題,社會議題,"【少子化 社会問題 氷河期世代】20代の4割が恋愛経験ゼロ！恋愛嫌いな若者のガチすぎる本音がヤバい。【ゆっくり 2ch 解説】 
20代の4割が恋愛経験ゼロの現実。 恋愛離れの真実！ 若者が語る驚愕の理由とは…。 少子化、就職氷河期世代、2025年問題 ...",少子化 社会問題 氷河期世代 20代の4割が恋愛経験ゼロ 恋愛嫌いな若者のガチすぎる本音がヤバい ゆっくり 2ch 解説 20代の4割が恋愛経験ゼロの現実 恋愛離れの真実 若者が語る驚愕の理由とは 少子化 就職氷河期世代 2025年問題,降低的出生率社會問題冰河時代40 的20多歲的人沒有愛的經驗 那些討厭愛的年輕人的認真真理是瘋狂的慢2ch評論 即20多歲的40 的人在愛情中沒有經驗的真相背 後的真相是對愛情的不喜歡的年輕人的理由是什麼 出生率下降的就業冰河時代2025問題,1,1_的_出生率_年_是
社會議題,社會議題,"Iran Avenue Statues in Islamabad Demolished After Social Media Backlash | Samaa TV 
Iran Avenue Statues in Islamabad Demolished After Social Media Backlash | Samaa TV #samaatv #breakingnews #islamabad ...",Iran Avenue Statues in Islamabad Demolished After Social Media Backlash Samaa TV Iran Avenue Statues in Islamabad Demolished After Social Media Backlash Samaa TV samaatv breakingnews islamabad,伊朗大道的雕像在社交媒體強烈反對薩馬電視臺伊朗大街雕像之後被拆除,0,0_的_日本_問題_了
社會議題,社會議題,"#社会 #模試 #ちょい勉ミニ #時事問題 #103万の壁 
TiKTokでも放映中.",社会 模試 ちょい勉ミニ 時事問題 103万の壁 TiKTokでも放映中,社會模擬考試 小型審判迷你時事問題 目前在Tiktok上播出的103萬堵牆,3,3_犯罪_製_羅_並
社會議題,社會議題,"Alimony Ya Loot #news #latestnews #hindifacts #hindinews #factsinhindi #socialissues #socialjustice 
Alimony Ya Loot #news #latestnews #hindifacts #hindinews #factsinhindi #socialissues #socialjustice.",Alimony Ya Loot news latestnews hindifacts hindinews factsinhindi socialissues socialjustice Alimony Ya Loot news latestnews hindifacts hindinews factsinhindi socialissues socialjustice,limony ya loot新聞最新新聞新聞印第安納州興奮factsinhindi socialissise socialjustice tialimony ya loot新聞新聞新聞新聞新聞hindifacts hindinews factsinhindi socialissise socialissise socialjustice,0,0_的_日本_問題_了
社會議題,社會議題,"資料問題　愛知県公立高校入試・社会 
教科書・資料集に必ず出ている資料です。そして、中学入試でも高校入試でも頻出です。みた瞬間に、なんの資料かわかるように ...",資料問題 愛知県公立高校入試・社会 教科書・資料集に必ず出ている資料です そして 中学入試でも高校入試でも頻出です みた瞬間に なんの資料かわかるように,文檔問題 AICHI縣公立高中入學考試和社會研究材料總是在教科書和材料收藏中列出 另外 在初中和高中入學考試中經常可以看到它 因此您可以看到看到什麼材料,8,8_我們_研究_通過_社會
社會議題,社會議題,"「信頼される市政を…」　辻市長が職員に訓示　北海道北見市　副市長ら幹部職員の接待問題うけて #shorts 
北見市の副市長など複数の幹部職員が公共施設の管理や運営を委託している事業者から接待を受けていた問題で市長が職員に訓示 ...",信頼される市政を 辻市長が職員に訓示 北海道北見市 副市長ら幹部職員の接待問題うけて shorts 北見市の副市長など複数の幹部職員が公共施設の管理や運営を委託している事業者から接待を受けていた問題で市長が職員に訓示,Tsuji市長向員工提供了有關值得信賴的城市行政管理北海道的指導 從高管那裡收到了娛樂性問題 例如副市長 吉塔米市短褲市長 包括基塔米市在內的多個高管 包括基塔米市的副市長 正在為公共設施的企業提供外包 以指導公共設施的企業 該員工的管理人員,0,0_的_日本_問題_了
社會議題,社會議題,The People On This Block Need Some Help #addictionrecovery #trending #homeless,The People On This Block Need Some Help addictionrecovery trending homeless,這個街區的人需要一些幫助癮的幫助趨向於無家可歸的無家可歸者,9,9_們_被_她_的
社會議題,社會議題,"Fined. Arrested. Still Nowhere to Live. 
The Safer Kentucky Act Is Making Homelessness Worse. Across America, new laws are punishing homeless people simply for ...",Fined Arrested Still Nowhere to Live The Safer Kentucky Act Is Making Homelessness Worse Across America new laws are punishing homeless people simply for,被罰款被逮捕仍然無處可實現肯塔基州更安全的肯塔基州 使整個美國的無家可歸者變得更糟 新法律只是懲罰無家可歸的人,9,9_們_被_她_的
社會議題,社會議題,《孤願》人物介紹--劉豔，方家長媳#小說 #社會寫實 #社會議題 #三代同堂 #家庭倫理 #家庭關係 #情感糾葛 #代溝#華文 #原創 #拆遷 #爭產 #林燃 #角川 #角角者 #百萬大賞#參賽作品,孤願 人物介紹 劉豔 方家長媳 小說 社會寫實 社會議題 三代同堂 家庭倫理 家庭關係 情感糾葛 代溝 華文 原創 拆遷 爭產 林燃 角川 角角者 百萬大賞 參賽作品,孤願 人物介紹 劉豔 方家長媳 小說 社會寫實 社會議題 三代同堂 家庭倫理 家庭關係 情感糾葛 代溝 華文 原創 拆遷 爭產 林燃 角川 角角者 百萬大賞 參賽作品,7,7_短劇_她_情感_他
社會議題,社會議題,"《週末限定》｜經濟轉型與社會問題的應對 
《週末限定》 主持：李尚仁嘉賓：立法會議員江玉歡日期：7月26日(星期六)",週末限定 經濟轉型與社會問題的應對 週末限定 主持 李尚仁嘉賓 立法會議員江玉歡日期 7月26日 星期六,週末限定 經濟轉型與社會問題的應對 週末限定 主持 李尚仁嘉賓 立法會議員江玉歡日期 7月26日 星期六,4,4_議題_臺_社會_與
社會議題,社會議題,"【小泉進次郎】参院選を左右するコメ問題！減反政策の”聖域”を改革できるのか？農水大臣と緊急激論！ 
【動画目次】 0:00 ダイジェスト 0:46 OP 3:34 コメの歴史 10:26 コメの持つ特殊性と輸入米 11:12 備蓄米とマーケット抗争 21:40 ...",小泉進次郎 参院選を左右するコメ問題 減反政策の 聖域 を改革できるのか 農水大臣と緊急激論 動画目次 0 00 ダイジェスト 0 46 OP 3 34 コメの歴史 10 26 コメの持つ特殊性と輸入米 11 12 備蓄米とマーケット抗争 21 40,Koizumi Shinjiro的稻米問題影響了議員眾議院選舉 我們可以改革減少稻米政策的庇護所嗎 與農業 林業和林業視頻內容的緊急辯論0 00摘要0 46 OP 3 34大米的歷史10 26大米和進口大米的特殊性質11 12儲存大米和市場衝突21 40 40 40 40,0,0_的_日本_問題_了
社會議題,社會議題,"【太田光が問う／国民民主党】玉木雄一郎代表ホンネ対談　選挙の日、そのまえに。｜TBS NEWS DIG 
7月20日投開票の参議院選挙を前に、爆笑問題・太田光が「選挙の日2025」のスペシャルキャスターとして、国民民主党の玉木 ...",太田光が問う 国民民主党 玉木雄一郎代表ホンネ対談 選挙の日 そのまえに TBS NEWS DIG 7月20日投開票の参議院選挙を前に 爆笑問題・太田光が 選挙の日2025 のスペシャルキャスターとして 国民民主党の玉木,Ota Mitsuru asks about the true conversation of the Democratic Party of Japan Tamaki Yuichiro Election Day Before that TBS NEWS DIG Before that the House of Councillors election which will be held on July 20th Bakusho Mondai s Ota Mitsuru will be the special caster for Election Day 2025 Tamaki of the Democratic Party of Japan,0,0_的_日本_問題_了
社會議題,社會議題,"倶知安・無許可森林伐採問題　道が事業者らに是正計画書提出を指示　「具体的な日程一切示されず」 
北海道倶知安町で森林が無許可で伐採された問題で、開発を続ける意向を示す札幌の事業者らに対し道が是正計画書の提出を指示 ...",倶知安・無許可森林伐採問題 道が事業者らに是正計画書提出を指示 具体的な日程一切示されず 北海道倶知安町で森林が無許可で伐採された問題で 開発を続ける意向を示す札幌の事業者らに対し道が是正計画書の提出を指示,Kutchan 未經授權的森林砍伐問題 道路指示企業提交更正計劃 而無需提供具體日期 這條道路指示薩波羅的企業表示有意繼續開發 這是由於未經許可在北海道庫班鎮被砍伐的森林問題 以提交更正計劃,0,0_的_日本_問題_了
社會議題,社會議題,Como a ciência transforma vidas em comunidades carentes 🚐 #inovação #social,Como a ciência transforma vidas em comunidades carentes inovação social,科學如何將生活變成有需要的社會創新社區,8,8_我們_研究_通過_社會
